location_key,location_cd,location_dsc,loc_brand_cd,loc_brand_dsc,store_city,store_pcode,district,country_key
4961010003,4961,CBD CAMPO 24 AGOSTO,302,continente bom dia,PORTO,4000-208,302,PT010001
5751010006,5751,CBD DARQUE,302,continente bom dia,VIANA DO CASTELO,4935-183,302,PT010001
14010002,14,CNT ANTAS,143,continente,PORT0,4350-149,143,PT010001
2632010004,2632,CBD CHARNECA CAPARIC,302,continente bom dia,ALMADA,2820-000,302,PT010001
288010003,288,MDL S.FELIX MARINHA,303,continente modelo,S. FELIX DA MARINHA,4410-151,303,PT010001
252010002,252,MDL OLHAO,303,continente modelo,OLHÃO,8000-173,303,PT010001
291010002,291,MDL ESTREMOZ,303,continente modelo,ESTREMOZ,7100-055,303,PT010001
2594010004,2594,SS E-COMMERCE LISBOA,143,continente,Lisboa,1600-542,143,PT010001
3780010003,3780,CBD 500 BNF AG COSTA,302,continente bom dia,LISBOA,1500-064,302,PT010001
206010004,206,MDL MONTIJO,303,continente modelo,MONTIJO,2870-152,303,PT010001
1502010006,1502,CBD FIÃES,302,continente bom dia,FIÃES VFR,4505-304,302,PT010001
4246010004,4246,CBD ESTARREJA,302,continente bom dia,ESTARREJA,3860-207,302,PT010001
11010004,11,CNT LOURESHOPPING,143,continente,LOURES,2670-482,143,PT010001
439010006,439,CNT MAFRA,143,continente,MAFRA,2640-453,143,PT010001
6332010006,6332,MDL PORTO DE MOS,303,continente modelo,PORTO DE MÓS,2480-062,303,PT010001
379010004,379,MDL MEM MARTINS,303,continente modelo,ALGUEIRAO-MEM MARTIN,2725-223,303,PT010001
278010002,278,MDL ALHOS VEDROS,303,continente modelo,ALHOS VEDROS,2860-004,303,PT010001
207010002,207,CNT BEJA,143,continente,BEJA,7800-522,143,PT010001
211010002,211,MDL FELGUEIRAS,303,continente modelo,FELGUEIRAS,4610-211,303,PT010001
462010002,462,CNT MONTIJO,143,continente,MONTIJO,2870-500,143,PT010001
2210010005,2210,CBD 800VILA P AGUIAR,302,continente bom dia,VILA POUCA DE AGUIAR,5450-135,302,PT010001
1008010002,1008,MDL AVINTES,303,continente modelo,AVINTES,4430-826,303,PT010001
3886010007,3886,MDL LISBOA MARECHAL,303,continente modelo,LISBOA,1800-255,303,PT010001
389010002,389,MDL S.JOÃO TALHA,303,continente modelo,S J TALHA,2695-671,303,PT010001
7804010009,7804,CBD FRANCELOS,302,continente bom dia,VILA NOVA DE GAIA,4405-706,302,PT010001
202010002,202,CNT PORTIMÃO,143,continente,PORTIMÃO,8500-510,143,PT010001
1050010007,1050,CNT BRAGA N. ARCADA,143,continente,BRAGA,4700-207,143,PT010001
283010002,283,MDL GRANDOLA,303,continente modelo,GRANDOLA,7570-125,303,PT010001
4678010005,4678,CBD 500 BOM SUCESSO,302,continente bom dia,PORTO,4050-145,302,PT010001
5753010003,5753,CBD 500 MOSCAVIDE,302,continente bom dia,MOSCAVIDE,1885-003,302,PT010001
299010003,299,MDL PONTE LIMA,303,continente modelo,PONTE LIMA,4990-096,303,PT010001
269010004,269,MDL MARINHA GRANDE,303,continente modelo,MARINHA GRANDE,2430-308,303,PT010001
4327010003,4327,CBD ALCANTARILHA,302,continente bom dia,ALCANTARILHA,8365-023,302,PT010001
3583010004,3583,CBD SETUBAL VARIANTE,302,continente bom dia,SETUBAL,2900-717,302,PT010001
806010002,806,MDL Rib Grnd-Açores,303,continente modelo,RIBEIRA GRANDE,9600-516,303,PT010001
222010002,222,MDL AMARANTE,303,continente modelo,AMARANTE,4600-279,303,PT010001
4289010004,4289,CBD V REAL S ANTONIO,302,continente bom dia,V REAL DE S ANTONIO,8900-211,302,PT010001
1498010004,1498,CBD 800 ALCACER SAL,302,continente bom dia,ALCACER DO SAL,7580-329,302,PT010001
201010002,201,MDL ALBUFEIRA,303,continente modelo,ALBUFEIRA,8200-161,303,PT010001
273010002,273,MDL LOUSADA,303,continente modelo,LOUSADA,4620-000,303,PT010001
237010002,237,MDL PORTO ALTO,303,continente modelo,SAMORA CORREIA,2135-000,303,PT010001
965010003,965,MDL PORTO ALTO I,303,continente modelo,SAMORA CORREIA,2135-000,303,PT010001
7877010003,7877,TENDA MH BRAGA,303,continente modelo,BRAGA,4700-154,303,PT010001
216010002,216,MDL MARCO,303,continente modelo,MARCO DE CANAVESES,4630-205,303,PT010001
460010002,460,CNT ARRABIDA,143,continente,VILA NOVA DE GAIA,4404-504,143,PT010001
446010002,446,CNT LOULÉ,143,continente,LOULÉ,8100-616,143,PT010001
3473010006,3473,MDL BELAS,303,continente modelo,BELAS,2605-086,303,PT010001
7303010004,7303,CBD V Porto-Açores,302,continente bom dia,VILA DO PORTO,9580-501,302,PT010001
260010003,260,MDL PONTE DE SOR,303,continente modelo,PONTE SÔR,7400-259,303,PT010001
253010002,253,MDL BARREIRO,303,continente modelo,BARREIRO,2830-528,303,PT010001
233010002,233,MDL SILVES,303,continente modelo,SILVES,8300-038,303,PT010001
5766010004,5766,CBD DUQUE DE LOULÉ,302,continente bom dia,LISBOA,1050-092,302,PT010001
1055010003,1055,MDL REGUA,303,continente modelo,PESO DA REGUA,5050-262,303,PT010001
2756010006,2756,CBD AQUA DE ROMA,302,continente bom dia,LISBOA,1000-261,302,PT010001
4902010004,4902,CBD 500 MARTIM MONIZ,302,continente bom dia,LISBOA,1100-341,302,PT010001
4121010005,4121,CBD VIEIRA DE LEIRIA,302,continente bom dia,VIEIRA DE LEIRA,2430-725,302,PT010001
2085010002,2085,MDL MACHICO CENTRO,303,continente modelo,MACHICO,9200-102,303,PT010001
315010002,315,CBD VIZ MAIA,302,continente bom dia,MAIA,4470-202,302,PT010001
3194010005,3194,CBD PROF MOTA PINTO,302,continente bom dia,"RAMALDE, PORTO",4100-280,302,PT010001
4575010003,4575,CBD 800 ALCANENA,302,continente bom dia,ALCANENA,2380-667,302,PT010001
293010003,293,MDL LOUSÃ,303,continente modelo,LOUSÃ,3200-202,303,PT010001
4573010003,4573,CBD 500 GOMES FREIRE,302,continente bom dia,LISBOA,1150-175,302,PT010001
466010002,466,MDL Ferrara Plaza,303,continente modelo,PAÇOS DE FERREIRA,4590-060,303,PT010001
2087010002,2087,MDL ESTREITO,303,continente modelo,CAMARA DE LOBOS,9325-063,303,PT010001
1000010002,1000,MDL MOZELOS,303,continente modelo,MOZELOS,4535-211,303,PT010001
8466010003,8466,CBD 500 XABREGAS,302,continente bom dia,LISBOA,1900-438,302,PT010001
10010002,10,CNT MAIA,143,continente,ERMESINDE,4470-274,143,PT010001
248010002,248,MDL REBORDOSA,303,continente modelo,PAREDES,4585,303,PT010001
3739010004,3739,CBD AMIAL,302,continente bom dia,PARANHOS,4200-062,302,PT010001
267010003,267,MDL ANADIA,303,continente modelo,ANADIA,3780-294,303,PT010001
2075010004,2075,MDL MIRANDELA,303,continente modelo,MIRANDELA,5370-408,303,PT010001
8010002,8,CNT GUIMARAES,143,continente,GUIMARÃES,4805-075,143,PT010001
228010003,228,MDL MAIA,303,continente modelo,MAIA,4425-116,303,PT010001
7780010004,7780,CBD 500 AV REPUB. LX,302,continente bom dia,LISBOA,1050-243,302,PT010001
1004010004,1004,MDL LECA BALIO,303,continente modelo,LEÇA DO BALIO,4465-617,303,PT010001
1981010006,1981,CBD S.MARCOS-SINTRA,302,continente bom dia,SINTRA,2735-529,302,PT010001
6010003,6,CNT COIMBRASHOPPING,143,continente,COIMBRA,3030-403,143,PT010001
7031010004,7031,CBD MONTEMOR O NOVO,302,continente bom dia,MONTEMOR O NOVO,7050-101,302,PT010001
3466010005,3466,CBD SOBREDA,302,continente bom dia,"SOBREDA, ALMADA",2815-892,302,PT010001
295010003,295,MDL MANGUALDE,303,continente modelo,MANGUALDE,3530-112,303,PT010001
5769010007,5769,CBD CASTELO BRANCO,302,continente bom dia,CASTELO BRANCO,6000-040,302,PT010001
4552010005,4552,CBD CANIDELO,302,continente bom dia,CANIDELO,4400-415,302,PT010001
304010004,304,CBD VALE FORMOSO,302,continente bom dia,PARANHOS,4250-269,302,PT010001
7907010002,7907,TENDA CNT GAIASHOPP,143,continente,VILA NOVA DE GAIA,4404-501,143,PT010001
7910010002,7910,TENDA MDL AMARANTE,303,continente modelo,AMARANTE,4600-279,303,PT010001
9665010007,9665,CBD GRIJÓ,302,continente bom dia,GRIJÓ,4415-425,302,PT010001
3197010005,3197,CBD ESPINHO,302,continente bom dia,ESPINHO,4500-268,302,PT010001
7913010002,7913,TENDA MDL SF MARINHA,303,continente modelo,S FELIX DA MARINHA,4410-151,303,PT010001
782010004,782,CBD 200 ARROIOS,302,continente bom dia,LISBOA,1150-055,302,PT010001
7906010002,7906,TENDA CNT VIANA,143,continente,VIANA DO CASTELO,4900-204,143,PT010001
7837010004,7837,TENDA MAIASHOPPING,143,continente,ERMESINDE,4449-909,143,PT010001
7904010002,7904,TENDA CNT BEJA,143,continente,BEJA,7800-522,143,PT010001
7892010005,7892,TENDA MH OUREM,303,continente modelo,OUREM,2490-542,303,PT010001
